movie_name,month,year,sequel
The Transporter Refueled,9,2015,1
The Tree of Life,5,2011,0
The Tuxedo,9,2002,0
The Twilight Saga: Breaking Dawn - Part 1,11,2011,0
The Twilight Saga: Breaking Dawn - Part 2,11,2012,0
The Twilight Saga: Eclipse,6,2010,0
The Twilight Saga: New Moon,11,2009,0
The Ugly Truth,7,2009,0
The Unborn,1,2009,0
The Upside of Anger,3,2005,0
The Vatican Tapes,7,2015,0
The Village,7,2004,0
The Virginity Hit,9,2010,0
The Visit,9,2015,0
The Vow,2,2012,0
The Walk,9,2015,0
The Warrior's Way,12,2010,0
The Wash,11,2001,0
The Watch,7,2012,0
The Water Diviner,4,2015,0
The Way Way Back,7,2013,0
The Way of the Gun,9,2000,0
The Weather Man,10,2005,0
The Wedding Date,2,2005,0
The Wedding Planner,1,2001,0
The Wedding Ringer,1,2015,0
The White Ribbon,12,2009,0
The Whole Nine Yards,2,2000,0
The Whole Ten Yards,4,2004,0
The Wild,4,2006,0
The Wild Thornberrys,12,2002,0
The Wolf of Wall Street,12,2013,0
The Wolfman,2,2010,0
The Wolverine,7,2013,0
The Woman in Black,2,2012,0
The Women,9,2008,0
The Words,9,2012,0
The Work and the Glory,11,2004,0
The Work and the Glory III: A House Divided,11,2006,0
The World's End,8,2013,0
The World's Fastest Indian,12,2005,0
The Wrestler,12,2008,0
The X Files: I Want to Believe,7,2008,0
The Yellow Handkerchief,2,2010,0
The Young Messiah,3,2016,0
The Young Victoria,12,2009,0
There Be Dragons,5,2011,0
There Will Be Blood,12,2007,0
They,11,2002,0
Things We Lost in the Fire,10,2007,0
Think Like a Man,4,2012,0
Think Like a Man Too,6,2014,0
Thir13en Ghosts,10,2001,0
Thirteen,8,2003,0
Thirteen Days,12,2000,0
This Christmas,11,2007,0
This Is 40,12,2012,0
This Is Where I Leave You,9,2014,0
This Is the End,6,2013,0
This Means War,2,2012,0
Thomas and the Magic Railroad,7,2000,0
Thor,5,2011,0
Thor: Ragnarok,11,2017,1
Thor: The Dark World,11,2013,0
Thr3e,1,2007,0
"Three Billboards Outside Ebbing, Missouri",12,2017,0
Thunderbirds,7,2004,0
Timeline,11,2003,0
Tinker Tailor Soldier Spy,12,2011,0
To Rome with Love,6,2012,0
To Save a Life,1,2010,0
Tolkien,5,2019,0
Tomb Raider,3,2018,0
Tomcats,3,2001,0
Tomorrowland,5,2015,0
Tooth Fairy,1,2010,0
Top Five,12,2014,0
Torque,1,2004,0
Total Recall,8,2012,0
Tower Heist,11,2011,0
Town & Country,4,2001,0
Toy Story 3,6,2010,1
Toy Story 4,6,2019,1
Traffic,12,2000,0
Traffik,4,2018,0
Training Day,10,2001,0
Trainwreck,7,2015,0
Traitor,8,2008,0
Trance,4,2013,0
Transamerica,12,2005,0
Transcendence,4,2014,0
Transformers,7,2007,0
Transformers: Age of Extinction,6,2014,1
Transformers: Dark of the Moon,6,2011,0
Transformers: Revenge of the Fallen,6,2009,0
Transformers: Rise of the Beasts,6,2023,0
Transformers: The Last Knight,6,2017,0
Transporter 2,9,2005,1
Transporter 3,11,2008,0
Transsiberian,7,2008,0
Trapped,3,2016,0
Treasure Planet,11,2002,0
Triple 9,2,2016,0
Trolls,11,2016,0
Trolls Band Together,10,2023,1
Tron: Legacy,12,2010,0
Tropic Thunder,8,2008,0
Trouble with the Curve,9,2012,0
Troy,5,2004,0
True Grit,12,2010,0
Truth,10,2015,0
Truth or Dare,4,2018,0
Tuck Everlasting,10,2002,0
Tulip Fever,9,2017,0
Turbo,7,2013,0
Turistas,12,2006,0
Twelve,8,2010,0
Twilight,11,2008,0
Twisted,2,2004,0
Two Brothers,6,2004,0
Two Can Play That Game,9,2001,0
Two Weeks Notice,12,2002,0
Two for the Money,10,2005,0
U-571,4,2000,0
UglyDolls,5,2019,0
Ultraviolet,3,2006,0
Unaccompanied Minors,12,2006,0
Unbreakable,11,2000,0
Unbroken,12,2014,0
Unbroken: Path to Redemption,9,2018,1
Uncle Drew,6,2018,0
Under the Tuscan Sun,9,2003,0
Underclassman,9,2005,0
Undercover Brother,5,2002,0
Underworld,9,2003,0
Underworld: Awakening,1,2012,0
Underworld: Blood Wars,1,2017,0
Underworld: Evolution,1,2006,0
Underworld: Rise of the Lycans,1,2009,0
Undiscovered,8,2005,0
Undisputed,8,2002,0
Unfaithful,5,2002,0
Unfinished Business,3,2015,0
Unforgettable,4,2017,0
Unfriended: Dark Web,7,2018,1
United 93,4,2006,0
Unknown,2,2011,0
Unleashed,5,2005,0
Unplanned,3,2019,0
Unsane,3,2018,0
Unstoppable,11,2010,0
Untraceable,1,2008,0
Up,5,2009,0
Up in the Air,12,2009,0
Upgrade,6,2018,0
Uptown Girls,8,2003,0
Urban Legends: Final Cut,9,2000,1
Us,3,2019,0
V for Vendetta,3,2006,0
Vacancy,4,2007,0
Vacation,7,2015,1
Valentine,2,2001,0
Valentine's Day,2,2010,0
Valerian and the City of a Thousand Planets,7,2017,0
Valiant,8,2005,0
Valkyrie,12,2008,0
Vampires Suck,8,2010,0
Van Helsing,5,2004,0
Vanilla Sky,12,2001,0
Vanity Fair,9,2004,0
Vantage Point,2,2008,0
Venom,10,2018,0
Venus,12,2006,0
Vera Drake,10,2004,0
Veronica Guerin,10,2003,0
Veronica Mars,3,2014,0
Vertical Limit,12,2000,0
Vice,12,2018,0
Vicky Cristina Barcelona,8,2008,0
Victor Frankenstein,11,2015,0
Volver,11,2006,0
W.,10,2008,0
Waiting...,10,2005,0
Waitress,5,2007,0
Walk Hard: The Dewey Cox Story,12,2007,0
Walk the Line,11,2005,0
Walking Tall,4,2004,0
Walking with Dinosaurs 3D,12,2013,0
Wall Street: Money Never Sleeps,9,2010,0
Wallace & Gromit: The Curse of the Were-Rabbit,10,2005,0
Waltz with Bashir,12,2008,0
Wanderlust,2,2012,0
Wanted,6,2008,0
War Dogs,8,2016,0
War Horse,12,2011,0
War Room,8,2015,0
War for the Planet of the Apes,7,2017,1
War of the Worlds,6,2005,0
Warcraft,6,2016,0
Warm Bodies,2,2013,0
Warrior,9,2011,0
Watchmen,3,2009,0
Water,4,2006,0
Water for Elephants,4,2011,0
We Are Marshall,12,2006,0
We Are Your Friends,8,2015,0
We Bought a Zoo,12,2011,0
We Don't Live Here Anymore,8,2004,0
We Need to Talk About Kevin,12,2011,0
We Own the Night,10,2007,0
We Were Soldiers,3,2002,0
We're the Millers,8,2013,0
Wedding Crashers,7,2005,0
Welcome Home Roscoe Jenkins,2,2008,0
Welcome to Marwen,12,2018,0
Welcome to Mooseport,2,2004,0
What Happens in Vegas,5,2008,0
What If,8,2014,0
What Lies Beneath,7,2000,0
What Men Want,2,2019,0
What Planet Are You From?,3,2000,0
What Women Want,12,2000,0
What a Girl Wants,4,2003,0
What to Expect When You're Expecting,5,2012,0
What's Your Number?,9,2011,0
What's the Worst That Could Happen?,6,2001,0
Whatever Works,6,2009,0
When a Stranger Calls,2,2006,0
When the Bough Breaks,9,2016,0
When the Game Stands Tall,8,2014,0
Where the Truth Lies,10,2005,0
Where the Wild Things Are,10,2009,0
Whip It,10,2009,0
Whiplash,10,2014,0
Whiskey Tango Foxtrot,3,2016,0
White Boy Rick,9,2018,0
White Chicks,6,2004,0
White House Down,6,2013,0
White Noise,1,2005,0
White Oleander,10,2002,0
Whiteout,9,2009,0
Who's Your Caddy?,7,2007,0
Why Did I Get Married Too?,4,2010,0
Why Did I Get Married?,10,2007,0
Why Him?,12,2016,0
Wicker Park,9,2004,0
Widows,11,2018,0
Wild,12,2014,0
Wild Hogs,3,2007,0
Wild Target,10,2010,0
Willard,3,2003,0
Wimbledon,9,2004,0
Win Win,3,2011,0
Win a Date with Tad Hamilton!,1,2004,0
Winchester,2,2018,0
Wind River,8,2017,0
Windtalkers,6,2002,0
Winnie the Pooh,7,2011,0
Winter's Bone,6,2010,0
Winter's Tale,2,2014,0
Wish,11,2023,0
Wish I Was Here,7,2014,0
Wish Upon,7,2017,0
Without a Paddle,8,2004,0
Wolf Creek,12,2005,0
Woman Thou Art Loosed,10,2004,0
Woman in Gold,4,2015,0
Won't Back Down,9,2012,0
Wonder,11,2017,0
Wonder Boys,2,2000,0
Wonder Park,3,2019,0
Wonder Woman,6,2017,0
Wonka,12,2023,0
Woodlawn,10,2015,0
World Trade Center,8,2006,0
World War Z,6,2013,0
Wrath of the Titans,3,2012,0
Wreck-It Ralph,11,2012,0
Wrong Turn,5,2003,0
X-Men,7,2000,0
X-Men 2,5,2003,0
X-Men Origins: Wolverine,5,2009,0
X-Men: Apocalypse,5,2016,0
X-Men: Dark Phoenix,6,2019,0
X-Men: Days of Future Past,5,2014,0
X-Men: First Class,6,2011,0
X-Men: The Last Stand,5,2006,0
Year One,6,2009,0
Yes Man,12,2008,0
Yesterday,6,2019,0
Yogi Bear,12,2010,0
You Again,9,2010,0
You Can Count on Me,11,2000,0
You Don't Mess with the Zohan,6,2008,0
You Got Served,1,2004,0
You Me and Dupree,7,2006,0
You Will Meet a Tall Dark Stranger,9,2010,0
"You, Me and Dupree",7,2006,0
Young Adult,12,2011,0
Your Highness,4,2011,0
Yours Mine & Ours,11,2005,0
Youth,12,2015,0
Zack and Miri Make a Porno,10,2008,0
Zero Dark Thirty,12,2012,0
Zodiac,3,2007,0
Zombieland,10,2009,0
Zombieland: Double Tap,10,2019,1
Zookeeper,7,2011,0
Zoolander,9,2001,0
Zoolander 2,2,2016,1
Zoom,8,2006,0
Zootopia,3,2016,0
xXx,8,2002,0
xXx: Return of Xander Cage,1,2017,1
�on Flux,12,2005,0
